PeakID (cmd=annotatePeaks.pl merge_chipseq_chipnexus_q10/merge2chip_q10_given.txt dm3 -go merge_chipseq_chipnexus_q10/GO/merge2chip_q10_given/ -genomeOntology merge_chipseq_chipnexus_q10/GenomeOntology/merge2chip_q10_given/ -annStats merge_chipseq_chipnexus_q10/merge2chip_q10_given_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr3R-27602785-4	chr3R	27602523	27603062	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_079873)	promoter-TSS (NM_079873)	50	NM_170576	43749	Dm.3133	NM_079873		faf	BcDNA.LD22582|BcDNA:LD22582|CG1945|Dmel\CG1945|Faf|Fat|P55824|USPX	fat facets	protein-coding
Merged-chr3R-11745892-4	chr3R	11745438	11746107	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_142255)	promoter-TSS (NM_142255)	-848	NM_142255	41935	Dm.4128	NM_142255		Fbxl7	CG4221|Dmel\CG4221|FBXL7|FbxL7	F-box and leucine-rich repeat protein 7	protein-coding
Merged-chr2L-1974289-2	chr2L	1974109	1974495	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	exon (NM_134788, exon 1 of 4)	exon (NM_134788, exon 1 of 4)	190	NM_134788	33369	Dm.2301	NM_134788		Der-1	CG10908|Dmel\CG10908|l(2)SH1964|l(2)SH2 1964	Derlin-1	protein-coding
Merged-chr3L-20239330-2	chr3L	20239155	20239523	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_140940)	TTS (NM_140940)	-1841	NM_176367	40224		NM_080490		rdgC	CG13814|CG44746|CG6571|Dmel\CG44746|Dmel_CG13814|Dmel_CG6571|DmrdgC-77B|RDGC|RDGC/PP5|RdgC|RdgC 77B	retinal degeneration C	protein-coding
Merged-chr3R-20475814-5	chr3R	20475327	20476306	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001300579)	promoter-TSS (NM_001300579)	-31	NM_176558	42936	Dm.2415	NM_170160		ash2	1124/11|291.8|703|ASH2|Ash2|CG6677|Dmel\CG6677|ash-2|l(3)112411|l(3)S112411|l(3)SG65|mad	absent, small, or homeotic discs 2	protein-coding
Merged-chr2L-16381610-2	chr2L	16381547	16381671	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	15706	NM_001299051	34977		NM_135949		jhamt	BG:DS09218.5|CG17330|DmJHAMT|Dmel\CG17330|JAHMT|JHAMT|JHamt|Jhamt	juvenile hormone acid methyltransferase	protein-coding
Merged-chr3R-11479804-2	chr3R	11479694	11479911	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	Intergenic	Intergenic	-12103	NM_176504	41899	Dm.4938	NM_176504		pxb	BcDNA:RE16319|CG14873|CG14874|CG33207|CG33207/Pxb|Dmel\CG33207|Pxb	pxb	protein-coding
Merged-chr2R-3580624-3	chr2R	3580461	3580789	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	intron (NM_001273859, intron 1 of 21)	intron (NM_001273859, intron 1 of 21)	2261	NM_136472	35715	Dm.12135	NM_136472		LRR	CG1399|CG1576|Dmel\CG1399|Dmel\LRR	Leucine-rich repeat	protein-coding
Merged-chr2R-11268154-4	chr2R	11267494	11268626	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_137190)	promoter-TSS (NM_137190)	59	NM_001299522	47121	Dm.1771	NM_080139		dup	19k|CDT1|CDT1/DUP|CG8171|Cdt1|DUP|DUP/CDT1|Dmel\CG8171|Dup|anon-WO0257455.31|cdt1|cdt1/dup|fs(2)51Fa|fs(2)PA77|fs(2)ltoPA77|l(2)51Ec|l(2)k03308	double parked	protein-coding
Merged-chr3L-19236789-1	chr3L	19236717	19236862	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-3550	NR_073949	14462884		NR_073949		CR43892	Dmel\CR43892	ncRNA	ncRNA
Merged-chr3R-11791295-2	chr3R	11791104	11791449	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001202300)	promoter-TSS (NM_001202300)	108	NM_079648	41941	Dm.2418	NM_079648		Rbf2	CG5083|Dmel\CG5083|RB|RBF2|RBf2|rbf2	Retinoblastoma-family protein 2	protein-coding
Merged-chr2R-3010416-1	chr2R	3010190	3010643	+	0.000000	wtInsv__insvInsv	intron (NM_165507, intron 5 of 6)	intron (NM_165507, intron 5 of 6)	6897	NM_078921	35634	Dm.2852	NM_078921		Cyp9b1	9b1|CG4485|CYP9B1|Dmel\CG4485|P-450|P450	Cytochrome P450-9b1	protein-coding
Merged-chr3R-4650152-6	chr3R	4649544	4650767	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141584)	promoter-TSS (NM_141584)	22	NM_141584	41060	Dm.2106	NM_141584		CG8379	Dmel\CG8379|anon-WO0118547.250	CG8379	protein-coding
Merged-chr2L-12111239-3	chr2L	12111016	12111570	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	TTS (NM_135706)	TTS (NM_135706)	183	NM_135707	34638	Dm.23873	NM_135707		Phae2	CG16997|Dmel\CG16997|SP147	Phaedra 2	protein-coding
Merged-chr2R-18130686-3	chr2R	18130443	18130874	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_057894)	promoter-TSS (NM_057894)	-810	NM_057894	37546	Dm.4765	NM_057893		dve	CG5799|DVE|Dmel\CG5799|Dve|Dve-s|SATB1|dep|l(2)01738	defective proventriculus	protein-coding
Merged-chr3L-13966689-1	chr3L	13966550	13966828	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_140416)	promoter-TSS (NM_140416)	-112	NM_140416	39541	Dm.14487	NM_140416		CG13738	BcDNA:RE61257|Dmel\CG13738	uncharacterized protein	protein-coding
Merged-chr2R-3172168-2	chr2R	3171933	3172340	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001273834, intron 2 of 10)	intron (NM_001273834, intron 2 of 10)	2059	NM_136423	44011	Dm.24123	NM_136423		pwn	CG11101|CT31067|Dmel\CG11101|l(2)pwn	pawn	protein-coding
Merged-chr2L-4444565-5	chr2L	4444185	4444963	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	promoter-TSS (NM_134990)	promoter-TSS (NM_134990)	106	NM_134989	33648	Dm.3176	NM_134989		morgue	BcDNA:GH02435|CG15437|Dmel\CG15437|FBXO18|Morgue	modifier of rpr and grim, ubiquitously expressed	protein-coding
Merged-chr2R-16506201-7	chr2R	16505589	16506639	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_137649)	promoter-TSS (NM_137649)	-20	NM_166403	37329	Dm.5593	NM_137650		CG9945	Dmel\CG9945	CG9945	protein-coding
Merged-chr2R-9479184-3	chr2R	9478704	9479588	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5' UTR (NM_137046, exon 2 of 8)	5' UTR (NM_137046, exon 2 of 8)	1698	NM_001274028	36513	Dm.433	NM_137046		CG6191	BcDNA:GH06193|Dmel\CG6191|Dromel_CG6191_FBtr0087678_mORF	CG6191	protein-coding
Merged-chr3L-593612-2	chr3L	593112	594112	+	0.000000	wtElba3__elba3Elba3	exon (NM_138197, exon 2 of 9)	exon (NM_138197, exon 2 of 9)	366	NM_167835	38073		NM_138197		MED14	CG12031|Dmel\CG12031|Med14|Trap170|dTRAP170|p160	Mediator complex subunit 14	protein-coding
Merged-chr2R-6751965-1	chr2R	6751822	6752108	+	0.000000	wtInsv__insvInsv	intron (NM_165802, intron 1 of 7)	intron (NM_165802, intron 1 of 7)	-3079	NM_001273944	36147	Dm.3740	NM_136777		CG30015	CG7699|CG7701|Dmel\CG30015|anon-EST:Posey2	uncharacterized protein	protein-coding
Merged-chr2L-17784802-2	chr2L	17784578	17785034	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-6466	NM_165227	35070	Dm.5768	NM_165224		CadN	B|CG7100|CT21941|Cad-N|D-cad|DN|DN-CAD|DN-CAd|DN-Cad|DN-cad|DNCad|DNcad|Dmel\CG7100|N-Cad|N-Cadh|N-cad|N-cadherin|NCAD|NCad|Ncad|S(DmcycE[JP])2.12|anon-EST:CL32|cad1|cadN|l(2)36Da|l(2)Bld|n-cad|ncad	Cadherin-N	protein-coding
Merged-chr2L-4078082-2	chr2L	4077878	4078253	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001273084, intron 3 of 8)	intron (NM_001273084, intron 3 of 8)	-2113	NR_124062	19835330		NR_124062		CR44984	Dmel\CR44984	ncRNA	ncRNA
Merged-chr2RHet-2599335-1	chr2RHet	2599313	2599358	+	0.000000	Elba2_ChIPnexus_narrowPeak_q5.bed	Intergenic	DMCR1A|LINE|CR1	145136	NM_001110912	5740597	Dm.37076	NM_001110912		RYa	CG40733|Dmel\CG40733|dRYamide	RYamide	protein-coding
Merged-chr3L-10299985-3	chr3L	10299772	10300209	+	0.000000	wtInsv__insvInsv|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_133208)	promoter-TSS (NR_133208)	6	NR_133208	26067325		NR_133207		CR46004	Dmel\CR46004	ncRNA	ncRNA
Merged-chr3L-21875031-3	chr3L	21874401	21875616	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	intron (NM_206423, intron 1 of 9)	intron (NM_206423, intron 1 of 9)	2331	NM_001043154	40436	Dm.2502	NM_079484		mub	CG7437|Dmel\CG7437|MRE17|MUB|Mub|anon-WO0172774.33|anon-WO0172774.35|anon-WO0172774.36|anon-WO0172774.37|l(3)04093|l(3)j6B10|l(3)j8B3	mushroom-body expressed	protein-coding
Merged-chr3R-20953093-2	chr3R	20952862	20953325	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001170250)	promoter-TSS (NM_001170250)	-12	NM_143083	43017	Dm.1329	NM_143083		Mocs2	CG10238|Dmel\CG10238|Dromel_CG10238_FBtr0084782_mocs_mORF|MBIP/dMoaE|MOCS2|Mbip|dMoaE	Molybdenum cofactor synthesis 2	protein-coding
Merged-chr2R-7246582-19	chr2R	7245535	7247635	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_136832)	promoter-TSS (NM_136832)	96	NM_136832	36224	Dm.2258	NM_136832		CG12384	BcDNA:GH16986|BcDNA:RH17411|Dmel\CG12384	uncharacterized protein	protein-coding
Merged-chr3R-9866864-2	chr3R	9866719	9866997	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-4738	NM_001275627	41708	Dm.5908	NM_142072		CG9922	BcDNA:RE55111|Dmel\CG9922|NEST:bs28g09	CG9922	protein-coding
Merged-chr3R-21020757-1	chr3R	21020345	21021169	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_143091)	promoter-TSS (NM_143091)	-492	NM_143091	43025	Dm.27402	NM_143091		CG13653	Dmel\CG13653	uncharacterized protein	protein-coding
Merged-chrX-17738628-1	chrX	17738506	17738751	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_133018)	promoter-TSS (NM_133018)	109	NM_133017	32763	Dm.2050	NM_133017		CG8142	DmRFC2|Dmel\CG8142|RFC2|RfC|Rfc37	CG8142	protein-coding
Merged-chrX-1842223-1	chrX	1841998	1842449	+	0.000000	wtElba3__elba3Elba3	intron (NM_001272227, intron 2 of 11)	intron (NM_001272227, intron 2 of 11)	6250	NM_001272234	31162	Dm.17760	NM_001038734		Hr4	CG16902|CG3600|CG42527|CG43692|CG43934|DHR4|Dmel\CG43934|Dmel_CG16902|Dmel_CG3600|Dmel_CG42527|EG:133E12.2|EG:BACH61I5.1|EP(X)1232|EP1232|GRF|NR6A2|null	Hormone receptor 4	protein-coding
Merged-chr3R-25848623-4	chr3R	25848347	25849024	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_001014684)	promoter-TSS (NM_001014684)	121	NM_001276168	43565	Dm.7154	NM_170457		Axn	0442/30|APC|CG7926|D-Axin|DAxin|Daxin|Dmel\CG7926|GSK3beta|axin|axn|d-axin|dAXIN|dAxin|din|l(3)S044230	Axin	protein-coding
Merged-chr2R-8231740-20	chr2R	8229936	8233714	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_136921)	promoter-TSS (NM_136921)	297	NM_136920	36340	Dm.3728	NM_136920		CG8839	Dmel\CG8839	CG8839	protein-coding
Merged-chr3R-8045390-2	chr3R	8045017	8045648	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141905)	promoter-TSS (NM_141905)	76	NM_001275567	41479	Dm.4266	NM_141905		CG4848	Cog1|Dmel\CG4848	CG4848	protein-coding
Merged-chr2R-8825509-2	chr2R	8825300	8825682	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	exon (NM_165964, exon 1 of 1)	exon (NM_165964, exon 1 of 1)	357	NM_165964	246646	Dm.29113	NM_165964		CG30487	Dmel\CG30487|NEST:bs16h04|bs33e02.y1	uncharacterized protein	protein-coding
Merged-chr3L-18894670-2	chr3L	18894444	18894850	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_140815)	promoter-TSS (NM_140815)	7	NM_140814	40061	Dm.13194	NM_140814		arx	BcDNA:LD18018|CG3893|DmGTSF1|Dmel\CG3893|Gtsf1	asterix	protein-coding
Merged-chr2R-9041040-1	chr2R	9040846	9041235	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_057739)	promoter-TSS (NM_057739)	-858	NM_057739	36442	Dm.4488	NM_057738		Ack-like	CG33007|CG3969|CG43741|DPR2|DRODPR2|DmHD-11|Dmel\CG43741|Dmel_CG33007|Dmel_CG3969|HD-11|PR2|PR2/ACK|Rp2|dACK	Activated Cdc42 kinase-like	protein-coding
Merged-chr3R-9876595-1	chr3R	9876403	9876787	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-6072	NM_206482	41709	Dm.3957	NM_142073		foxo	3143|Afx|CG3143|DFOXO|Dfoxo|DmQ95V5|Dmel\CG3143|FKHR|FOXO|FOXO1|FoxO|Foxo|Q95V55|anon-WO0118547.374|cg3143|dFOXO|dFoxO|dFoxo|dfoxO|dfoxo|fd88A|foxO|foxo|dFOXO	forkhead box, sub-group O	protein-coding
Merged-chr3L-21453925-1	chr3L	21453814	21454036	+	0.000000	wtElba3__elba3Elba3	Intergenic	Intergenic	14991	NM_168905	36173	Dm.562	NM_168905		Syx7	Aval|Avl|CG5081|Dm Syx7|DmSyx7|Dmel\CG5081|FCP-C|SYX7|Syx|avl|braided|dSyn7|syx7|syx7/avl	Syntaxin 7	protein-coding
Merged-chr3L-20296388-4	chr3L	20296071	20296618	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	TTS (NR_073956)	TTS (NR_073956)	813	NM_140947	40231	Dm.38474	NM_140947		SCCRO4	CG6597|Dmel\CG6597|dSCCRO4	Squamous cell carcinoma-related oncogene 4 ortholog	protein-coding
Merged-chr2R-7413033-1	chr2R	7412988	7413079	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_165841, intron 1 of 2)	intron (NM_165841, intron 1 of 2)	2355	NM_078976	36240	Dm.22056	NM_078976		en	153867_at|Apa|CG9015|Dmel\CG9015|EN|En|EnR|Eng|Engr|Engrailed|Engrailed/Invected|Es|V|en1|spa2|spt	engrailed	protein-coding
Merged-chr3L-10730404-7	chr3L	10730141	10730673	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-34618	NM_001274759	12798172	Dm.33178	NM_001259780		CG43245	Dmel\CG43245	uncharacterized protein	protein-coding
Merged-chr3R-26250942-5	chr3R	26250750	26251065	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_143532)	promoter-TSS (NM_143532)	-23	NM_143532	43610	Dm.25062	NM_143532		CG15536	Dmel\CG15536	uncharacterized protein	protein-coding
Merged-chrX-14699055-1	chrX	14698992	14699118	+	0.000000	Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001258743, intron 2 of 16)	intron (NM_001258743, intron 2 of 16)	13767	NM_001272620	32406		NM_078601		rut	AC|Ac12F|CG9533|Dmel\CG9533|EP1603|RUT|Rut|Rut-AC	rutabaga	protein-coding
Merged-chr2R-3122736-2	chr2R	3122659	3122815	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_078923)	promoter-TSS (NM_078923)	-319	NM_078923	35644	Dm.2588	NM_078923		Or43a	43B.1|43B1|43a|AN14|CG1854|DOR43B.1|DOR43a|DOR87|Dmel\CG1854|Dor87|OR43a|Or|Or43A|Or43B.1|Or87|dor87|or43a	Odorant receptor 43a	protein-coding
Merged-chr2R-3400196-2	chr2R	3399997	3400315	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_136445)	promoter-TSS (NM_136445)	98	NM_136445	35682	Dm.8028	NM_136445		az2	CG1605|Dmel\CG1605|zf43C	az2	protein-coding
Merged-chrX-14726734-3	chrX	14726541	14726973	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001169286)	promoter-TSS (NM_001169286)	77	NM_001169286	32408	Dm.10811	NM_132744		CG14411	Dmel\CG14411	uncharacterized protein	protein-coding
Merged-chrX-6968654-2	chrX	6968535	6968783	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	TTS (NM_001031891)	TTS (NM_001031891)	4690	NM_167109	31653	Dm.12867	NM_132152		CG4607	Dmel\CG4607	CG4607	protein-coding
Merged-chr3R-21714177-6	chr3R	21713788	21714956	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001170270)	TTS (NM_001170270)	108	NM_001300609	43130	Dm.7043	NM_143181		Lnk	CG 17367|CG17367|CG5908|Dmel\CG17367|LNK|dSH2B|lnk	Lnk	protein-coding
Merged-chr2L-713513-9	chr2L	712876	714323	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NR_124007, intron 1 of 1)	intron (NR_124007, intron 1 of 1)	1384	NM_078722	33245		NM_078722		ds	CG17941|CT39575|Dmel\CG17941|Ds|EP-822|cad2|dachs|l(2)01855|l(2)05142	dachsous	protein-coding
Merged-chrX-1772769-2	chrX	1772521	1773018	+	0.000000	wtInsv__insvInsv	TTS (NM_130599)	TTS (NM_130599)	844	NM_130599	31147	Dm.20	NM_130599		CG14818	BcDNA:RE09176|BcDNA:RH52516|CT34631|Dmel\CG14818|EG:63B12.12	uncharacterized protein	protein-coding
Merged-chr2R-2998981-1	chr2R	2998817	2999145	+	0.000000	wtInsv__insvInsv	intron (NM_001273831, intron 1 of 5)	intron (NM_001273831, intron 1 of 5)	4796	NM_001273831	53557	Dm.1620	NM_080251		esn	CG12833|CG12835|CG43722|Dm_2R:11728|Dmel\CG43722|Dmel_CG12833|Dmel_CG12835	espinas	protein-coding
Merged-chr2R-941260-2	chr2R	941042	941435	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2	Intergenic	Gypsy_I|LTR|Gypsy	16477	NM_001259210	35473	Dm.5447	NM_078895		TpnC41C	CG2981|DmTnC1|DmTpnC41C|DmTpnCIIIa|Dmel\CG2981|TNC41C|TPNC|TnC|TnC1|TnC41C|Tnc1|TpnC IIIa|TpnC41|TpnCIIIa	Troponin C at 41C	protein-coding
Merged-chr3R-11171523-14	chr3R	11171090	11172254	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_142192)	promoter-TSS (NM_142192)	226	NM_057874	41864	Dm.4798	NM_057874		Surf4	CG6202|Dmel\CG6202|SURF-4|Surf-4	Surfeit 4	protein-coding
Merged-chr2R-6989026-4	chr2R	6988818	6989214	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	intron (NM_001299374, intron 1 of 4)	(TTCTG)n|Simple_repeat|Simple_repeat	5305	NM_206089	2768719	Dm.22012	NM_206089		luna	CG17326|CG33473|CG9087|DKLF|Dmel\CG33473|KLF|Klf|LUNA|lincRNA.284	luna	protein-coding
Merged-chr3L-206249-2	chr3L	205903	206508	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_138165)	promoter-TSS (NM_138165)	71	NM_138165	38031	Dm.28294	NM_138165		CG13876	Dmel\CG13876	uncharacterized protein	protein-coding
Merged-chrX-12377441-1	chrX	12377358	12377524	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-3562	NM_132575	32198	Dm.5321	NM_132575		Cpr11A	CG2560|Dmel\CG2560|L12	Cuticular protein 11A	protein-coding
Merged-chrX-18950585-1	chrX	18950516	18950654	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_133116)	promoter-TSS (NM_133116)	-359	NM_133116	32891	Dm.26668	NM_133116		CG14190	Dmel\CG14190	uncharacterized protein	protein-coding
Merged-chr2L-4811740-11	chr2L	4811337	4812492	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_124076)	promoter-TSS (NR_124076)	31	NR_124076	19835041		NR_124076		CR45297	Dmel\CR45297	ncRNA	ncRNA
Merged-chrX-19388783-3	chrX	19388471	19389047	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_133159)	promoter-TSS (NM_133159)	266	NM_144242	50363	Dm.27504	NM_144242		ksh	CG14199|Dmel\CG14199	kish	protein-coding
Merged-chr3L-3259293-1	chr3L	3259237	3259350	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_206264, intron 1 of 4)	intron (NM_206264, intron 1 of 4)	1138	NM_206264	38402	Dm.12875	NM_139539		ckd	BcDNA:RH52423|CG14959|CKD|Dmel\CG14959|EP(2)3139|EP(3)0714|EP3139|EP714	cracked	protein-coding
Merged-chrX-417356-1	chrX	417092	417620	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001144670)	promoter-TSS (NM_001144670)	-97	NM_001144670	31000	Dm.4473	NM_080294		elav	44C11|9F8A9|CG4262|Dmel\CG4262|EC7|EG:65F1.2|ELAV|END1-2|ElaV|Elav|Elav-9F8A9|dHuR|elav-1|elav-2|elav-3|fliJ|l(1)1Be|l(1)EC7|l(1)G0031|l(1)G0319|weg	embryonic lethal abnormal vision	protein-coding
Merged-chrX-6441253-2	chrX	6440972	6441534	+	0.000000	wtInsv__insvInsv	intron (NM_001272347, intron 1 of 13)	intron (NM_001272347, intron 1 of 13)	1101	NM_001272349	31591	Dm.20382	NM_206636		CG34417	BcDNA:GH23906|CG3950|CG3960|Dmel\CG34417|Dmel_CG3950|Dmel_CG3960	uncharacterized protein	protein-coding
Merged-chrX-2074786-1	chrX	2074672	2074900	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_057336)	promoter-TSS (NM_057336)	63	NR_123777	19835588		NR_123777		CR44690	Dmel\CR44690	ncRNA	ncRNA
Merged-chr3L-10879082-1	chr3L	10878897	10879267	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_168424)	promoter-TSS (NM_168424)	68	NM_168424	39222	Dm.3180	NM_140160		CG6404	BcDNA:GH02220|Dmel\CG6404|OXA1	CG6404	protein-coding
Merged-chr4-742641-1	chr4	742475	742808	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001014694)	TTS (NM_001014694)	-2385	NM_205876	43814	Dm.4645	NM_205876		bt	39c-18|Bt|CG10285|CG1479|CG32019|CT3598|CT8086|Dmel\CG32019|Prj|l(2)2|l(2)23|l(4)102CDa|l(4)2|l(4)21|l(4)23|l(4)37|l(4)38|l(4)PT-2|projectin|titin	bent	protein-coding
Merged-chr3R-20078397-5	chr3R	20078153	20078554	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_142980)	promoter-TSS (NM_142980)	48	NM_142980	42888	Dm.1314	NM_142980		beta-PheRS	CG5706|Dmel\CG5706	Phenylalanyl-tRNA synthetase, beta-subunit	protein-coding
