PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_12567	chrX	1516764	1517156	+	624	NA	5' UTR (NM_001201597, exon 1 of 8)	5' UTR (NM_001201597, exon 1 of 8)	195	NM_001201597	44505	Dm.20757	NM_080020		br	2B5|2Bc|A18|BR|BR-C|BR-C Z1|BR-Z1|BR-Z2|BR-Z3|BR-Z4|BR-c|BRC|BRC-Z1|BRC-Z2|BRC-Z3|BRC-Z4|BR_C|Br|Br-C|Br-C Z2|Br-C-Z3|Br-Z4|BrC|BrC-Z1|BrZ3|CG11491|CG11509|CG11511|CG11514|Dmel\CG11491|Dmel_CG11509|EG:123F11.1|EG:17A9.1|EG:25D2.1|PP1|PP2|Z1|Z2|Z3|Z4|br-C|br-Z1|br-Z2|br-Z3|br-Z4|de12|ecs|l(1)2Ba|l(1)2Bab|l(1)2Bad|l(1)2Bb|l(1)2Bc|l(1)2Bd|l(1)ESHS5|l(1)G0018|l(1)G0042|l(1)G0284|l(1)G0284a|l(1)G0318|l(1)G0401|l(1)PP1|l(1)d norm-12|l(1)d.norm.1|l(1)dn1|l(1)n34|l(1)npr-1|l(1)npr1|l(1)pp-1|l(1)pp-2|l(1)pp1|l(1)pp2|l(1)ts132|l(1)ts144|l(1)ts358|l(1)ts376|npr|npr-1|npr1|nprl|nrp|nrp1|o.c.c.|rbp|rdp|rds|uq	broad	protein-coding
Insv_ChIPnexus_peak_7751b	chr3L	17498938	17499669	+	624	NA	intron (NM_001300167, intron 2 of 7)	intron (NM_001300167, intron 2 of 7)	7709	NM_140733	39955	Dm.987	NM_140733		U4-U6-60K	CG6322|Dmel\CG6322|Prp4|U4/U6-60K	U4-U6 small nuclear riboprotein factor 60K	protein-coding
Insv_ChIPnexus_peak_3224c	chr2R	4787443	4787849	+	623	NA	promoter-TSS (NM_136572)	promoter-TSS (NM_136572)	70	NM_136571	35878	Dm.21568	NM_136571		ana2	Ana-2|Ana2|BcDNA:LD22033|CG8262|Dmel\CG8262	anastral spindle 2	protein-coding
Insv_ChIPnexus_peak_12362	chrU	7925086	7925303	+	623	NA	Intergenic	Copia_I|LTR|Copia	-59240	NR_004005	5740415		NR_004005		CR40561	Dmel\CR40561	ribosomal RNA	rRNA
Insv_ChIPnexus_peak_4357b	chr2R	12618656	12618999	+	622	NA	promoter-TSS (NM_001103872)	promoter-TSS (NM_001103872)	62	NM_001103871	246627	Dm.24533	NM_166188		CG30463	CG15713|CG8456|CG8463|Dmel\CG30463|dppGalNAcT9	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2302b	chr2L	19123520	19124002	+	622	NA	promoter-TSS (NM_165281)	promoter-TSS (NM_165281)	-108	NM_165281	49168	Dm.10664	NM_057259		l(2)37Cc	CG10691|Cc|Dmel\CG10691|fs(2)HH32|l (2) 37Cc|l(2)Cc	lethal (2) 37Cc	protein-coding
Insv_ChIPnexus_peak_9610a	chr3R	7233357	7234054	+	621	NA	promoter-TSS (NM_079594)	promoter-TSS (NM_079594)	65	NM_079594	41364	Dm.2445	NM_079594		mRpL40	CG5242|Dmel\CG5242|MRPL22(24)|mRpL22-24	mitochondrial ribosomal protein L40	protein-coding
Insv_ChIPnexus_peak_13952b	chrX	13612003	13612502	+	620	NA	promoter-TSS (NM_132685)	promoter-TSS (NM_132685)	66	NM_132685	32328	Dm.4895	NM_132685		CG9940	145027_at|Dmel\CG9940|NADS|Q9VYA0	CG9940	protein-coding
Insv_ChIPnexus_peak_10452a	chr3R	13888910	13889447	+	618	NA	Intergenic	Intergenic	-10472	NM_079670	42160	Dm.7690	NM_079670		htl	CG7223|CT22273|CT39172|DFGF-R1|DFGF-R2|DFR-1|DFR1|DFR1/DFGF-R2|DPR3|DTRK(FR1)|Dfr-1|Dfr1|DmHD-38|Dmel\CG7223|Dtk1|EMS2|FGF-R2|FGFR|FGFR2|FR1|Fr1|HD-38|HTL/FGFR1|Htl|Tk1|dtk1|i100|i150|i79|j372	heartless	protein-coding
Insv_ChIPnexus_peak_2508c	chr2L	20488267	20489069	+	618	NA	promoter-TSS (NR_124398)	promoter-TSS (NR_124398)	-640	NR_124398	19834800		NR_124398		CR45359	Dmel\CR45359	ncRNA	ncRNA
Insv_ChIPnexus_peak_7585	chr3L	16326680	16327221	+	618	NA	TTS (NM_144157)	TTS (NM_144157)	537	NM_144157	50267	Dm.27499	NM_144157		CG13056	Dmel\CG13056	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7028b	chr3L	12410344	12410818	+	617	NA	promoter-TSS (NM_079316)	promoter-TSS (NM_079316)	99	NM_079316	39417	Dm.2547	NM_079316		ArfGAP1	AG1|ARF1-GAP|ARF1GAP|CG4237|Dmel\CG4237|GAP|GAP69C|Gap69C|Gap69c|arf1GAP|dArf1-GAP|gap69|i51	ADP-ribosylation factor GTPase activating protein 1	protein-coding
Insv_ChIPnexus_peak_12295b	chrU	1645091	1645784	+	616	NA	Intergenic	Copia_I|LTR|Copia	-261358	NM_001015101	3354863	Dm.24167	NM_001015100		klhl10	CG12423|Dmel\CG12423|anon-WO0140519.152	kelch like family member 10	protein-coding
Insv_ChIPnexus_peak_7913c	chr3L	18891377	18892389	+	616	NA	promoter-TSS (NM_140813)	promoter-TSS (NM_140813)	-92	NM_001275096	40060	Dm.6097	NM_140813		RpL26	CG6846|Dmel\CG6846|L26|RPL26|Rp L26|lincRNA.S5499	Ribosomal protein L26	protein-coding
Insv_ChIPnexus_peak_909a	chr2L	7426503	7427056	+	616	NA	promoter-TSS (NM_135274)	promoter-TSS (NM_135274)	-87	NM_135274	34021	Dm.11448	NM_135274		muc	CG5261|DLAT|Dmel\CG5261|EP(2)0816|EP816|anon-WO0118547.121	midline uncoordinated	protein-coding
Insv_ChIPnexus_peak_2478	chr2L	20310627	20310863	+	614	NA	promoter-TSS (NM_001169549)	promoter-TSS (NM_001169549)	-474	NM_001169549	45931	Dm.3356	NM_080115		spir	38C.34|38C.37|CG10076|CG18621|Dmel\CG10076|NP2788|Spir|Spire|l(2)08327|p150-Spir|p150Spir	spire	protein-coding
Insv_ChIPnexus_peak_8657c	chr3R	417083	417714	+	613	NA	Intergenic	Intergenic	-2368	NR_125064	19835177		NR_125064		CR45558	Dmel\CR45558	ncRNA	ncRNA
Insv_ChIPnexus_peak_7026b	chr3L	12392229	12392809	+	613	NA	promoter-TSS (NM_140316)	promoter-TSS (NM_140316)	-97	NM_140316	39413	Dm.3326	NM_140316		CG32104	CG14123|CG14124|Dmel\CG32104|anon-69Ag	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6989	chr3L	12104831	12105464	+	613	NA	Intergenic	Intergenic	-4054	NM_140288	39374	Dm.3655	NM_140288		l(3)j2D3	CG6801|Dmel\CG6801|L(3)JD3|l(3)68Fb|l(3)jD3	lethal (3) j2D3	protein-coding
Insv_ChIPnexus_peak_3184a	chr2R	4307253	4307657	+	612	NA	Intergenic	Intergenic	-1083	NM_136535	35816		NM_136535		CSN7	CG2038|CH7|CSN7b|Csn7|Dch7|Dmel\CG2038|csn7	COP9 signalosome subunit 7	protein-coding
Insv_ChIPnexus_peak_8055b	chr3L	19931968	19932560	+	610	NA	promoter-TSS (NM_079449)	promoter-TSS (NM_079449)	-123	NM_001259909	40180	Dm.2181	NM_079449		Ac76E	AC 76E|AC76E|CG7978|DAC2|DAC76E|Dmel\CG7978|ac76e	Adenylyl cyclase 76E	protein-coding
Insv_ChIPnexus_peak_12503b	chrX	729898	730696	+	609	NA	promoter-TSS (NM_001103391)	promoter-TSS (NM_001103391)	92	NM_001103391	31031	Dm.26421	NM_058041		CG43867	CG12467|CG14632|CG14633|CG42248|Dmel\CG43867|Dmel_CG12467|Dmel_CG14632|Dmel_CG14633|Dmel_CG42248|EG:34F3.1|EG:34F3.2	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2548a	chr2L	20858164	20858786	+	609	NA	promoter-TSS (NM_136225)	promoter-TSS (NM_136225)	-220	NM_001259185	35355	Dm.5453	NM_136225		CG9336	BcDNA:RE71975|Dmel\CG9336	CG9336	protein-coding
Insv_ChIPnexus_peak_4768	chr2R	15885016	15885261	+	608	NA	Intergenic	Intergenic	7370	NM_137608	37276	Dm.5584	NM_137608		CG16898	Dmel\CG16898	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13469b	chrX	9116861	9117485	+	608	NA	5' UTR (NM_132315, exon 1 of 8)	5' UTR (NM_132315, exon 1 of 8)	117	NM_001298113	31863	Dm.13998	NM_132315		t	CG12120|Dmel\CG12120|Tan	tan	protein-coding
Insv_ChIPnexus_peak_11003a	chr3R	18287634	18288269	+	607	NA	promoter-TSS (NM_001170215)	promoter-TSS (NM_001170215)	-175	NM_142791	42641	Dm.3424	NM_142791		Rpn7	141231_at|CG5378|Dmel\CG5378|S10a|anon-WO0172774.103|anon-WO0172774.106|p42A	Regulatory particle non-ATPase 7	protein-coding
Insv_ChIPnexus_peak_13512a	chrX	9528257	9528698	+	606	NA	intron (NM_167197, intron 3 of 7)	intron (NM_167197, intron 3 of 7)	4584	NM_001014729	31907	Dm.20620	NM_132348		Ptpmeg2	CG3101|CG3102|CG32697|Dmel\CG32697|L(1)G0232|MEG2|PTP-Meg2|dMeg2|l(1)G0232|lG0232	Protein tyrosine phosphatase Meg2	protein-coding
Insv_ChIPnexus_peak_6719	chr3L	9719862	9720219	+	606	NA	promoter-TSS (NM_001144457)	promoter-TSS (NM_001144457)	45	NM_206310	39142	Dm.917	NM_140096		Naa60	CG18177|DmAAF50213|Dmel\CG18177|Hat4|NAA60|NatF|dNAA60|dNaa60|dNatF	N(alpha)-acetyltransferase 60	protein-coding
Insv_ChIPnexus_peak_8337a	chr3L	21672656	21673316	+	605	NA	promoter-TSS (NM_141091)	promoter-TSS (NM_141091)	-131	NM_141090	40410	Dm.3610	NM_141090		Als2	ALS2|CG7158|Dmel\CG7158|dALS2	Amyotrophic lateral sclerosis 2	protein-coding
Insv_ChIPnexus_peak_1917b	chr2L	15415467	15416387	+	605	NA	Intergenic	Intergenic	2434	NM_001299025	19834832		NM_001299025		CG44869	Dmel\CG44869	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_165e	chr2L	1157543	1158332	+	604	NA	promoter-TSS (NM_134733)	promoter-TSS (NM_134733)	325	NM_001038780	45233	Dm.254	NM_001038780		capt	Acap|BcDNA:LD24380|CAP|CG33979|CG5061|CG5074|CP|Cap|Capt|Dcap|Dmel\CG33979|acu|cap|capping protein|cyclase-associated protein|l(2)06955|punc	capulet	protein-coding
Insv_ChIPnexus_peak_3675c	chr2R	8025874	8026550	+	603	NA	promoter-TSS (NM_136884)	promoter-TSS (NM_136884)	12	NM_001273982	36297	Dm.7979	NM_136884		CG18343	Dmel\CG18343	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2642a	chr2L	21683212	21683861	+	603	NA	promoter-TSS (NM_001169569)	promoter-TSS (NM_001169569)	-570	NM_165396	35424	Dm.6934	NM_165396		nolo	CG13236|CG2122|CG2131|CG31619|CT6940|Dmel\CG31619	no long nerve cord	protein-coding
Insv_ChIPnexus_peak_2792	chr2R	1127660	1127984	+	601	NA	intron (NM_001316406, intron 4 of 19)	intron (NM_001316406, intron 4 of 19)	10705	NM_001103722	35483	Dm.12140	NM_001103722		Nipped-A	41Ah|CG10549|CG2905|CG33554|Dmel\CG33554|GroupV|Nip-A|NipA|Nipped A|Nipped[A]|TRA1|TRRAP|Tra-1|Tra1|dTRRAP|dTra1|dmTRRAP|l(2)41Ah|l(2)C123|l(2)EMS34-12|tra1	Nipped-A	protein-coding
Insv_ChIPnexus_peak_3195	chr2R	4502045	4502313	+	600	NA	promoter-TSS (NM_136553)	promoter-TSS (NM_136553)	-48	NM_001273878	35846	Dm.21990	NM_136553		Cirl	BcDNA:GH07331|CG8639|CIRL|Dmel\CG8639|anon-WO0170980.7|anon-WO0170980.8|dCirl|dcirl	Calcium-independent receptor for alpha-latrotoxin	protein-coding
Insv_ChIPnexus_peak_4050c	chr2R	10244685	10245410	+	600	NA	promoter-TSS (NM_137110)	promoter-TSS (NM_137110)	-261	NM_137110	36594	Dm.623	NM_137110		CG8617	Dmel\CG8617	CG8617	protein-coding
Insv_ChIPnexus_peak_2683b	chr2L	21899243	21899825	+	600	NA	Intergenic	Intergenic	-1245	NM_136281	35431	Dm.27718	NM_136281		CG11629	Dmel\CG11629	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3474b	chr2R	6669890	6670545	+	600	NA	promoter-TSS (NR_124506)	promoter-TSS (NR_124506)	157	NM_176144	36131	Dm.10908	NM_176144		CG33144	AAF58756.2|CG12339|CG7621|Dmel\CG33144|lincRNA.281	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3873	chr2R	9236832	9237078	+	598	NA	Intergenic	Intergenic	-4642	NR_133116	19835403		NR_133116		CR44206	CG44206|Dmel\CR44206|pri-mir-184	ncRNA	ncRNA
Insv_ChIPnexus_peak_12512a	chrX	1009898	1010498	+	597	NA	intron (NM_001103392, intron 1 of 4)	intron (NM_001103392, intron 1 of 4)	18731	NM_001272190	31056	Dm.1956	NM_130526		CG3655	Dmel\CG3655|EG:103E12.3|RE126B2	CG3655	protein-coding
Insv_ChIPnexus_peak_10295a	chr3R	12682838	12683681	+	596	NA	intron (NR_074025, intron 4 of 4)	intron (NR_074025, intron 4 of 4)	-1195	NR_048417	12798432		NR_048417		mir-iab-8	CR42997|Dmel\CR42997|MIR-iab-4as|dme-iab-8|dme-miR-iab-8|dme-mir-iab-8|iab-8|iab-8 miRNA|miR-iab-4AS|miR-iab-4as|miR-iab-8|miR-iab-8-5p|mir-iab-4as|mir-iab-4as-5p|mir-iab8	mir-iab-8 stem loop	ncRNA
Insv_ChIPnexus_peak_13663b	chrX	11233456	11234097	+	595	NA	promoter-TSS (NM_001144714)	promoter-TSS (NM_001144714)	-130	NM_001103484	32072	Dm.34508	NM_001103484		CG34348	CG11757|CG15197|Dmel\CG34348|Dmel_CG11757	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9197	chr3R	4289363	4289966	+	595	NA	intron (NM_169222, intron 1 of 14)	intron (NM_169222, intron 1 of 14)	-2742	NR_133365	26067441		NR_133365		CR46125	Dmel\CR46125	ncRNA	ncRNA
Insv_ChIPnexus_peak_13684b	chrX	11317226	11317814	+	594	NA	promoter-TSS (NM_078568)	promoter-TSS (NM_078568)	-470	NM_001298193	32087	Dm.135	NM_078568		Gs2	CG1743|Dmel\CG1743|GS2|GsII|gs-c|gs2	Glutamine synthetase 2	protein-coding
Insv_ChIPnexus_peak_9994b	chr3R	10522449	10523213	+	594	NA	TTS (NM_001300400)	TTS (NM_001300400)	183	NM_001032403	3772109	Dm.11236	NM_001032403		Meltrin	CG31314|CG31385|CG7649|CT23341|DMeltrin|Dmel\CG7649|FBgn0051314|Neu3|meltrin	meltrin	protein-coding
Insv_ChIPnexus_peak_14653b	chrX	19561371	19562022	+	594	NA	promoter-TSS (NR_123959)	promoter-TSS (NR_123959)	83	NR_123959	19835317		NR_123959		CR44512	Dmel\CR44512	ncRNA	ncRNA
Insv_ChIPnexus_peak_1106b	chr2L	8619801	8620116	+	593	NA	intron (NM_164830, intron 3 of 21)	intron (NM_164830, intron 3 of 21)	-25469	NR_073744	14462727		NR_073744		CR43855	Dmel\CR43855	ncRNA	ncRNA
Insv_ChIPnexus_peak_13405b	chrX	8615391	8615989	+	593	NA	TTS (NM_132276)	TTS (NM_132276)	1137	NM_132276	31812	Dm.11316	NM_132276		CG1789	Dmel\CG1789	CG1789	protein-coding
Insv_ChIPnexus_peak_2830b	chr2R	1772318	1772867	+	592	NA	non-coding (NR_073833, exon 1 of 1)	non-coding (NR_073833, exon 1 of 1)	193	NR_073833	14462542		NR_073833		CR44125	Dmel\CR44125|lincRNA.250	ncRNA	ncRNA
Insv_ChIPnexus_peak_12358	chrU	7316201	7316312	+	592	NA	Intergenic	(AATAG)n|Simple_repeat|Simple_repeat	-70612	NR_026615	7354454		NR_026615		Su(Ste):CR42421	CR42421|Dmel\CR42421	ncRNA	ncRNA
Insv_ChIPnexus_peak_11866	chr3R	26311708	26312108	+	592	NA	TTS (NM_170492)	TTS (NM_170492)	1742	NM_143542	43621	Dm.20282	NM_143542		Jon99Fii	CG2229|Dmel\CG2229|Jon99F|SP135	Jonah 99Fii	protein-coding
Insv_ChIPnexus_peak_9892b	chr3R	9790060	9790740	+	591	NA	promoter-TSS (NM_142067)	promoter-TSS (NM_142067)	-207	NM_169563	41703	Dm.2636	NM_169563		Orc2	CG3041|DmORC 2|DmORC2|DmOrc2|DmOrc2p|Dmel\CG3041|ORC|ORC2|Orc-2|Orc2p|dOrc2|fs(3)293|fs(3)293-19|k43|l(3)88Ab|l(3)A5|l(3)K43|l(3)SG44|l(3)dsl5|l(3)k43|orc2|rDmORC	Origin recognition complex subunit 2	protein-coding
Insv_ChIPnexus_peak_7347b	chr3L	14768479	14769311	+	591	NA	TTS (NM_001169974)	TTS (NM_001169974)	334	NM_140465	39610	Dm.4388	NM_140465		mop	CG9311|Dmel\CG9311|Mop|sfv	myopic	protein-coding
Insv_ChIPnexus_peak_11756b	chr3R	25570699	25571254	+	590	NA	promoter-TSS (NM_170424)	promoter-TSS (NM_170424)	-83	NM_143464	43506	Dm.3722	NM_143464		IntS11	CG1972|Dmel\CG1972|Int11|dRC-68	Integrator 11	protein-coding
Insv_ChIPnexus_peak_2198b	chr2L	18443166	18443722	+	590	NA	promoter-TSS (NM_078871)	promoter-TSS (NM_078871)	-167	NM_078871	35098	Dm.6957	NM_078871		RpS26	CG10305|Dmel\CG10305|M(2)36F|M(2)S13|M(2)m|M[[s]]|Rps26|anon-EST:fe2A3|l(2)04553|l(2)36Fa|rpS26|rpS31	Ribosomal protein S26	protein-coding
Insv_ChIPnexus_peak_10985a	chr3R	18193133	18193719	+	588	NA	promoter-TSS (NM_001260308)	promoter-TSS (NM_001260308)	168	NM_170004	42620	Dm.7108	NM_079724		PyK	CG7070|Dmel\CG7070|PK|PYK|Pk|Pyk|l(3)rQ178|l(3)r[Q178]	Pyruvate kinase	protein-coding
Insv_ChIPnexus_peak_12790	chrX	3472728	3473288	+	588	NA	intron (NM_166982, intron 1 of 9)	intron (NM_166982, intron 1 of 9)	4439	NM_166982	44126	Dm.1859	NM_079961		AstA-R1	ASR|AST-R|AlstR|CG2872|D.AlstR1|DAR-1|DAR1|DGR|Dmel\CG2872|EG:121E7.2|GR	Allatostatin A receptor 1	protein-coding
Insv_ChIPnexus_peak_3193a	chr2R	4487231	4488014	+	588	NA	promoter-TSS (NM_001169618)	promoter-TSS (NM_001169618)	-155	NM_001299272	35842	Dm.531	NM_136551		CG8735	Dmel\CG8735	CG8735	protein-coding
Insv_ChIPnexus_peak_6048b	chr3L	3782513	3783164	+	588	NA	intron (NM_168038, intron 1 of 11)	intron (NM_168038, intron 1 of 11)	5122	NM_168038	38438	Dm.6508	NM_168037		CG32264	CG10857|CG10860|CG12604|CG14978|Dmel\CG32264	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13096	chrX	6479932	6480357	+	588	NA	TTS (NM_001103426)	TTS (NM_001103426)	-3179	NM_132099	31592	Dm.5586	NM_132099		CG17717	BcDNA:AT19932|Dmel\CG17717	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3255b	chr2R	4980237	4980706	+	588	NA	promoter-TSS (NM_001273888)	promoter-TSS (NM_001273888)	-73	NM_001273887	35918	Dm.20768	NM_176108		CG8080	CG30346|Dmel\CG8080	CG8080	protein-coding
Insv_ChIPnexus_peak_87b	chr2L	447100	447522	+	587	NA	TTS (NM_001272896)	TTS (NM_001272896)	3991	NM_001258894	33219	Dm.19756	NM_175943		crq	CD36|CG31655|CG4280|CRQ|Cd36|Cqr|Crq|D-CD36|Dmel\CG4280|anon-WO0140519.8|cqm|cqr	croquemort	protein-coding
Insv_ChIPnexus_peak_7994d	chr3L	19611296	19612098	+	587	NA	promoter-TSS (NM_140878)	promoter-TSS (NM_140878)	-76	NM_140878	40140	Dm.4125	NM_140878		l(3)76BDm	CG8793|Dmel\CG8793|l(3)L3809	lethal (3) 76BDm	protein-coding
Insv_ChIPnexus_peak_5891e	chr3L	2765183	2766655	+	586	NA	intron (NM_001259651, intron 1 of 4)	intron (NM_001259651, intron 1 of 4)	617	NM_001259651	38338	Dm.13305	NM_001144406		Mrtf	CG12188|CG14951|CG32296|DMRTF|Dmel\CG32296|MAL-D|MRTF|Mal-D|dMRTF|dMrtf|mal|mal-d	Myocardin-related transcription factor	protein-coding
Insv_ChIPnexus_peak_1435b	chr2L	10732165	10732772	+	586	NA	promoter-TSS (NM_135601)	promoter-TSS (NM_135601)	-45	NM_135600	34479	Dm.11272	NM_135600		EMC3	CG6750|Dmel\CG6750|dPob	ER Membrane protein Complex 3	protein-coding
Insv_ChIPnexus_peak_5008b	chr2R	17735885	17736312	+	586	NA	Intergenic	Intergenic	-9795	NM_137771	37490	Dm.27777	NM_137771		CG4372	Dmel\CG4372	CG4372	protein-coding
Insv_ChIPnexus_peak_5780	chr3L	1637277	1637491	+	586	NA	TTS (NM_139379)	TTS (NM_139379)	228	NM_001274341	38196	Dm.2317	NM_057710		nSyb	CG17248|Dmel\CG17248|Dn-syb|N-SYB|N-Syb|N-syb|NSYB|Nsyb|SYB|Syb|Syb62A|n-Syb|n-syb|nSYB|nsyb|syb	neuronal Synaptobrevin	protein-coding
Insv_ChIPnexus_peak_6361b	chr3L	6838916	6839444	+	586	NA	Intergenic	Intergenic	20359	NR_124823	19836102		NR_124822		CR45115	Dmel\CR45115	ncRNA	ncRNA
Insv_ChIPnexus_peak_2692	chr2L	22024269	22024870	+	585	NA	3' UTR (NM_079994, exon 3 of 3)	3' UTR (NM_079994, exon 3 of 3)	5247	NM_079994	44272	Dm.19461	NM_079994		tio	CG12630|Dmel\CG12630|Tio	tiptop	protein-coding
Insv_ChIPnexus_peak_4291b	chr2R	12047252	12047733	+	585	NA	intron (NM_137247, intron 1 of 8)	intron (NM_137247, intron 1 of 8)	-1193	NM_137246	36787	Dm.11766	NM_137246		CG10734	Dmel\CG10734	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4612c	chr2R	14500328	14500862	+	585	NA	promoter-TSS (NM_137501)	promoter-TSS (NM_137501)	0	NM_137501	37135	Dm.686	NM_137501		CG10927	Dmel\CG10927	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3123c	chr2R	3859026	3859620	+	583	NA	promoter-TSS (NM_001169609)	promoter-TSS (NM_001169609)	185	NM_136497	35758	Dm.514	NM_136497		CG8726	Dmel\CG8726	CG8726	protein-coding
Insv_ChIPnexus_peak_13135b	chrX	6737734	6738569	+	583	NA	promoter-TSS (NM_001169211)	promoter-TSS (NM_001169211)	-197	NM_132131	31628		NM_132131		CG14435	Dmel\CG14435	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7756b	chr3L	17540773	17541146	+	583	NA	TTS (NM_001202197)	TTS (NM_001202197)	1268	NM_001202197	39959	Dm.24016	NM_140737		Jon74E	CG6298|CT19724|Dmel\CG6298|SP85	Jonah 74E	protein-coding
Insv_ChIPnexus_peak_4966c	chr2R	17389502	17390437	+	583	NA	promoter-TSS (NM_137741)	promoter-TSS (NM_137741)	367	NM_206194	37451	Dm.20433	NM_079080		MESK2	BcDNA:GH12032|BcDNA:LD27504|BcDNA:RH10174|CG15668|CG15669|Dmel\CG15669|Mesk2|l(2)01467|mesk2	Misexpression suppressor of KSR 2	protein-coding
Insv_ChIPnexus_peak_9232b	chr3R	4552376	4552964	+	582	NA	promoter-TSS (NM_141566)	promoter-TSS (NM_141566)	94	NM_141566	41040	Dm.9938	NM_141566		CG8159	Dmel\CG8159	CG8159	protein-coding
Insv_ChIPnexus_peak_2621b	chr2L	21407176	21407693	+	582	NA	Intergenic	IDEFIX_I|LTR|Gypsy	-9519	NM_001032213	3772409		NM_001032213		His1:CG33864	CG33864|Dmel\CG33864	histone H1	protein-coding
Insv_ChIPnexus_peak_1940c	chr2L	15498872	15499868	+	582	NA	exon (NM_057266, exon 1 of 4)	exon (NM_057266, exon 1 of 4)	243	NM_057266	34910	Dm.3067	NM_057266		lace	BG:DS01845.3|CG4162|Dmel\CG4162|Lace|SPT|SPT-II|anon-EST:Posey289|br36|dSpt2|l(2)35Dc|l(2)br36|l35Dc	lace	protein-coding
Insv_ChIPnexus_peak_13179e	chrX	7056273	7057159	+	581	NA	intron (NM_132157, intron 1 of 4)	intron (NM_132157, intron 1 of 4)	-12833	NR_002102	3772297		NR_002102		CR32730	BcDNA:RE54930|Dmel\CR32730|MRE32	ncRNA	ncRNA
Insv_ChIPnexus_peak_7872e	chr3L	18610879	18611569	+	581	NA	promoter-TSS (NM_001038943)	promoter-TSS (NM_001038943)	-181	NM_001038941	40029	Dm.29885	NM_001038941		CG13380	Dmel\CG13380	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3338b	chr2R	5724091	5724829	+	580	NA	promoter-TSS (NM_136677)	promoter-TSS (NM_136677)	-30	NM_136677	36012	Dm.14726	NM_136677		CG1663	Dmel\CG1663	CG1663	protein-coding
Insv_ChIPnexus_peak_8998a	chr3R	2680055	2680605	+	580	NA	Intergenic	Intergenic	4584	NR_133345	26067228		NR_133345		CR45900	Dmel\CR45900	ncRNA	ncRNA
Insv_ChIPnexus_peak_13325b	chrX	8046051	8046448	+	580	NA	promoter-TSS (NM_132225)	promoter-TSS (NM_132225)	59	NM_132224	31744	Dm.11050	NM_132224		Gbeta5	CG10763|Dmel\CG10763|GNB5|G[[beta5]]|G[[beta]]|Gbeta|Gbeta 5|Gbetagamma	Gbeta5	protein-coding
Insv_ChIPnexus_peak_14380a	chrX	17199698	17200125	+	579	NA	TTS (NM_132985)	TTS (NM_132985)	3408	NM_132985	32722	Dm.7886	NM_132985		CG5445	Dmel\CG5445	CG5445	protein-coding
Insv_ChIPnexus_peak_1741a	chr2L	13780423	13781095	+	579	NA	promoter-TSS (NM_135826)	promoter-TSS (NM_135826)	70	NM_058013	34780	Dm.2953	NM_058013		p38b	186F5S|BG:DS00797.3|CG7393|D-p38|D-p38 MAPK|D-p38b|Dm p38b|Dmel\CG7393|Dmp38b|Dp38|Dp38b|ESTS:186F5S|MAPK|Mpk34C|P38|anon-sts23|dp38b|p38|p38 MAPK|p38 beta|p38B|p38Kb|p38beta	p38b MAP kinase	protein-coding
Insv_ChIPnexus_peak_12862f	chrX	4092695	4093385	+	579	NA	intron (NM_167004, intron 2 of 7)	intron (NM_167004, intron 2 of 7)	7086	NM_080327	31364	Dm.1687	NM_080327		Fas2	1D4|Ab 1D4|CG3665|CT12301|Dmel\CG3665|EG:EG0007.3|FAS 11|FAS II|FAS2|FASII|Fas|Fas 2|Fas II|Fas-II|FasII|FascII|Fasii|MAB1D4|anon-EST:Liang-1.60|clone 1.60|fas II|fas-II|fas2|fasII|fasciclin II|l(1)G0032|l(1)G0048|l(1)G0081|l(1)G0293|l(1)G0336|mAB1D4|mAb 1D4|mAb1D4	Fasciclin 2	protein-coding
